customer_id,age,gender,location,acquisition_date,total_orders,total_spent,avg_order_value,days_since_last_purchase,preferred_categories,customer_lifetime_value,support_tickets,email_open_rate,email_click_rate,mobile_usage_pct,return_rate,q4_purchase_ratio,days_as_customer
CUST_00750,40,F,Houston,2025-03-06 20:08:10.612135,17,2209.81,130.39,20,"Books, Beauty, Electronics",5175.18,0,0.528,0.218,0.49,0.017,0.707,136
CUST_00751,25,M,New York,2024-04-03 20:08:10.612135,6,670.31,108.5,16,Clothing,928.93,3,0.597,0.109,0.506,0.06,1.042,473
CUST_00752,55,F,Houston,2024-10-22 20:08:10.612135,12,1823.18,149.7,7,"Clothing, Electronics",3050.97,1,0.224,0.027,0.526,0.067,0.785,271
CUST_00753,40,M,Phoenix,2024-01-29 20:08:10.612135,14,1404.86,99.54,163,"Home, Sports",1881.42,2,0.179,0.078,0.665,0.112,0.863,538
CUST_00754,30,F,Chicago,2025-05-10 20:08:10.612135,9,1796.33,199.78,6,Beauty,6413.67,4,0.359,0.132,0.814,0.069,0.566,71
CUST_00755,25,F,Austin,2025-04-27 20:08:10.612135,6,470.2,76.86,3,Beauty,1491.77,2,0.152,0.091,0.623,0.136,0.963,84
CUST_00756,45,M,San Jose,2025-01-02 20:08:10.612135,8,1298.83,163.44,8,"Electronics, Beauty",2489.98,5,0.239,0.136,0.664,0.162,0.709,199
CUST_00757,40,F,Los Angeles,2023-01-01 20:08:10.612135,10,1342.47,134.26,6,Home,1605.63,1,0.3,0.018,0.706,0.204,0.739,931
CUST_00758,35,M,Philadelphia,2022-10-10 20:08:10.612135,13,1764.6,132.85,30,"Home, Electronics, Books",2082.2,1,0.406,0.08,0.314,0.046,0.848,1014
CUST_00759,50,M,San Diego,2024-12-21 20:08:10.612135,7,1245.22,172.3,7,"Beauty, Electronics",2322.24,1,0.275,0.022,0.646,0.031,0.786,211
CUST_00760,45,M,San Antonio,2024-05-11 20:08:10.612135,10,672.0,67.09,17,"Beauty, Clothing",953.93,1,0.272,0.104,0.673,0.049,0.705,435
CUST_00761,25,F,Austin,2023-12-15 20:08:10.612135,12,1036.94,85.08,36,Electronics,1361.53,2,0.199,0.038,0.824,0.032,0.855,583
CUST_00762,30,F,New York,2022-09-11 20:08:10.612135,14,1593.55,117.41,50,"Beauty, Sports, Electronics",1872.38,1,0.462,0.07,0.51,0.035,0.733,1043
CUST_00763,30,F,Houston,2023-01-24 20:08:10.612135,11,1462.16,135.3,15,"Beauty, Sports, Home",1756.04,1,0.105,0.024,0.622,0.001,0.685,908
CUST_00764,45,M,Chicago,2023-11-01 20:08:10.612135,11,1103.5,99.46,42,"Electronics, Clothing",1424.7,1,0.744,0.232,0.606,0.055,0.815,627
CUST_00765,18,F,Philadelphia,2022-09-01 20:08:10.612135,5,537.65,106.73,21,"Electronics, Home, Sports",630.83,0,0.482,0.313,0.367,0.118,0.698,1053
CUST_00766,35,F,Dallas,2024-01-23 20:08:10.612135,5,808.4,165.97,70,"Beauty, Books, Clothing",1079.6,1,0.788,0.34,0.799,0.015,0.506,544
CUST_00767,45,M,Dallas,2022-10-11 20:08:10.612135,13,1722.02,128.01,22,"Clothing, Beauty",2032.26,4,0.287,0.046,0.512,0.096,0.785,1013
CUST_00768,50,M,San Antonio,2023-07-14 20:08:10.612135,8,838.11,109.94,77,Clothing,1045.65,1,0.478,0.062,0.289,0.101,0.682,737
CUST_00769,30,M,Jacksonville,2025-03-10 20:08:10.612135,12,1346.66,113.26,3,Home,3208.52,2,0.495,0.156,0.83,0.042,0.638,132
CUST_00770,45,F,Dallas,2025-06-17 20:08:10.612135,6,1021.28,167.77,20,"Books, Home",6669.26,1,0.285,0.051,0.574,0.049,0.666,33
CUST_00771,25,F,San Diego,2025-01-11 20:08:10.612135,15,812.93,53.33,6,"Electronics, Books, Home",1593.77,1,0.207,0.01,0.694,0.074,0.708,190
CUST_00772,45,F,Phoenix,2024-02-10 20:08:10.612135,11,1138.77,100.0,24,"Electronics, Home, Books",1533.87,3,0.684,0.078,0.26,0.004,0.528,526
CUST_00773,25,M,Dallas,2023-07-27 20:08:10.612135,10,878.86,84.85,17,"Beauty, Clothing",1100.39,3,0.589,0.315,0.498,0.074,0.845,724
CUST_00774,30,F,San Antonio,2024-12-29 20:08:10.612135,14,1492.5,107.72,35,"Clothing, Home",2834.28,2,0.54,0.208,0.698,0.056,0.97,203
CUST_00775,45,M,Phoenix,2025-04-23 20:08:10.612135,15,1281.47,86.21,13,"Beauty, Home",3939.07,1,0.075,0.01,0.599,0.128,0.504,88
CUST_00776,25,M,San Diego,2023-01-23 20:08:10.612135,5,100.42,20.0,38,"Electronics, Sports",120.58,2,0.308,0.096,0.8,0.034,0.586,909
CUST_00777,30,F,San Antonio,2025-03-09 20:08:10.612135,16,1677.39,104.25,13,Beauty,3979.07,1,0.171,0.019,0.815,0.099,0.891,133
CUST_00778,40,M,Dallas,2024-07-02 20:08:10.612135,13,1561.27,121.45,24,"Electronics, Clothing, Home",2305.21,4,0.281,0.087,0.857,0.208,0.676,383
CUST_00779,40,F,San Jose,2024-11-03 20:08:10.612135,10,1915.58,193.03,8,"Books, Home, Sports",3265.37,2,0.76,0.253,0.434,0.062,0.595,259
CUST_00780,40,M,New York,2024-06-02 20:08:10.612135,9,1136.17,130.9,36,"Electronics, Sports, Clothing",1638.23,5,0.299,0.057,0.716,0.059,0.982,413
CUST_00781,40,F,Dallas,2024-05-08 20:08:10.612135,5,869.08,157.42,50,"Books, Electronics",1231.2,0,0.602,0.044,0.478,0.023,0.746,438
CUST_00782,35,M,San Antonio,2023-02-20 20:08:10.612135,9,629.38,67.32,32,"Home, Beauty",759.76,5,0.058,0.008,0.509,0.049,0.782,881
CUST_00783,30,F,New York,2023-06-15 20:08:10.612135,5,544.31,111.68,18,Clothing,673.99,0,0.136,0.043,0.544,0.031,0.863,766
CUST_00784,30,M,New York,2024-05-26 20:08:10.612135,17,3168.26,187.05,74,"Clothing, Beauty",4544.94,2,0.292,0.085,0.528,0.148,0.92,420
CUST_00785,25,M,Phoenix,2024-11-10 20:08:10.612135,6,765.71,129.7,87,"Beauty, Home",1320.24,5,0.424,0.083,0.535,0.013,0.793,252
CUST_00786,50,F,San Diego,2025-04-30 20:08:10.612135,7,385.28,56.85,10,"Books, Electronics, Home",1253.34,2,0.675,0.135,0.81,0.004,0.586,81
CUST_00787,40,M,Dallas,2024-03-02 20:08:10.612135,4,303.07,82.26,10,Books,412.59,0,0.167,0.071,0.176,0.291,0.498,505
CUST_00788,35,F,Jacksonville,2024-10-18 20:08:10.612135,13,1496.24,114.44,29,"Beauty, Books",2489.2,2,0.534,0.06,0.574,0.137,0.674,275
CUST_00789,35,Other,Philadelphia,2022-10-04 20:08:10.612135,13,1534.82,120.1,6,"Beauty, Books",1809.43,4,0.506,0.252,0.566,0.056,0.631,1020
CUST_00790,55,M,Jacksonville,2025-02-06 20:08:10.612135,6,1301.38,232.07,90,Clothing,2749.56,4,0.282,0.051,0.541,0.19,0.909,164
CUST_00791,25,M,San Jose,2023-01-17 20:08:10.612135,5,557.03,112.63,6,"Home, Sports, Electronics",668.13,0,0.287,0.145,0.442,0.113,0.914,915
CUST_00792,40,F,Jacksonville,2024-04-25 20:08:10.612135,13,1606.68,123.81,39,"Books, Sports",2256.83,2,0.027,0.008,0.603,0.247,0.51,451
CUST_00793,35,F,San Diego,2023-12-19 20:08:10.612135,11,540.43,49.38,2,"Sports, Home, Books",710.77,3,0.388,0.05,0.363,0.151,0.858,579
CUST_00794,40,F,Philadelphia,2024-05-13 20:08:10.612135,13,1685.81,128.95,15,"Electronics, Beauty, Clothing",2396.34,2,0.464,0.168,0.943,0.096,0.838,433
CUST_00795,18,F,Austin,2023-03-15 20:08:10.612135,7,413.09,60.03,27,"Books, Clothing, Electronics",500.96,1,0.683,0.172,0.607,0.214,0.614,858
CUST_00796,50,F,Philadelphia,2024-10-25 20:08:10.612135,6,1084.59,179.48,10,"Clothing, Home",1823.17,2,0.241,0.037,0.772,0.005,0.928,268
CUST_00797,55,M,Houston,2025-06-08 20:08:10.612135,7,1222.31,168.14,20,"Sports, Electronics",6533.56,0,0.397,0.089,0.48,0.025,0.302,42
CUST_00798,35,Other,Austin,2022-07-23 20:08:10.612135,18,1613.56,88.28,6,Clothing,1882.97,2,0.52,0.106,0.652,0.099,0.856,1093
CUST_00799,40,F,Phoenix,2025-02-21 20:08:10.612135,11,1523.39,135.11,13,Sports,3389.3,2,0.483,0.195,0.38,0.002,0.406,149
CUST_00800,50,M,Los Angeles,2024-11-13 20:08:10.612135,7,775.14,112.31,11,"Beauty, Clothing, Books",1343.27,1,0.669,0.067,0.692,0.139,0.681,249
CUST_00801,40,M,Chicago,2022-11-09 20:08:10.612135,10,1580.08,156.25,3,"Books, Beauty",1873.13,3,0.243,0.065,0.433,0.081,0.638,984
CUST_00802,25,M,Chicago,2023-08-09 20:08:10.612135,6,357.45,57.68,10,"Clothing, Home, Beauty",449.2,2,0.223,0.065,0.63,0.015,0.483,711
CUST_00803,35,M,Jacksonville,2025-06-16 20:08:10.612135,14,1990.07,143.99,3,"Sports, Home, Beauty",12672.07,3,0.466,0.072,0.226,0.024,0.882,34
CUST_00804,40,F,Austin,2024-07-30 20:08:10.612135,17,1855.83,110.7,55,Electronics,2809.89,2,0.168,0.02,0.776,0.009,1.056,355
CUST_00805,35,M,Phoenix,2025-05-06 20:08:10.612135,17,1258.86,74.18,5,"Home, Clothing",4322.09,2,0.05,0.009,0.226,0.049,1.025,75
CUST_00806,45,M,Phoenix,2025-01-11 20:08:10.612135,13,1076.94,82.94,19,"Books, Sports",2111.37,2,0.501,0.151,0.679,0.336,0.77,190
CUST_00807,55,M,Philadelphia,2022-11-03 20:08:10.612135,7,897.23,130.3,44,Electronics,1062.63,2,0.705,0.253,0.91,0.322,0.905,990
CUST_00808,50,Other,Phoenix,2023-09-10 20:08:10.612135,10,1534.9,150.32,20,Sports,1947.44,2,0.429,0.165,0.72,0.064,0.656,679
CUST_00809,35,F,Jacksonville,2024-01-18 20:08:10.612135,17,2184.76,129.29,8,"Sports, Clothing, Electronics",2911.02,2,0.345,0.178,0.639,0.238,0.727,549
CUST_00810,25,M,Philadelphia,2023-04-15 20:08:10.612135,5,242.85,51.8,29,"Clothing, Home",296.44,0,0.312,0.08,0.674,0.011,0.926,827
CUST_00811,60,M,San Diego,2024-03-01 20:08:10.612135,7,774.19,110.12,1,"Clothing, Electronics, Books",1053.42,1,0.402,0.222,0.628,0.02,0.783,506
CUST_00812,45,Other,Los Angeles,2025-01-03 20:08:10.612135,12,636.92,54.71,30,"Books, Sports, Home",1223.98,1,0.649,0.502,0.643,0.005,0.903,198
CUST_00813,25,F,Houston,2025-04-08 20:08:10.612135,9,588.72,67.24,33,Electronics,1631.83,0,0.516,0.211,0.609,0.018,1.172,103
CUST_00814,50,M,Philadelphia,2023-03-26 20:08:10.612135,2,261.35,130.03,7,"Clothing, Sports",317.66,0,0.17,0.112,0.189,0.083,0.476,847
CUST_00815,50,M,Jacksonville,2022-09-18 20:08:10.612135,7,1311.01,188.31,30,Electronics,1541.96,1,0.769,0.241,0.758,0.037,0.944,1036
CUST_00816,35,M,Phoenix,2023-11-23 20:08:10.612135,11,376.67,35.56,1,"Sports, Books, Beauty",490.3,0,0.125,0.033,0.39,0.011,0.909,605
CUST_00817,40,M,New York,2023-06-10 20:08:10.612135,14,1289.83,91.69,3,"Books, Electronics, Clothing",1595.14,1,0.605,0.159,0.251,0.196,0.64,771
CUST_00818,30,F,Dallas,2024-04-17 20:08:10.612135,14,1489.96,106.33,13,"Clothing, Beauty, Home",2082.37,2,0.53,0.384,0.796,0.149,0.932,459
CUST_00819,25,F,Chicago,2022-08-18 20:08:10.612135,12,403.71,33.94,67,"Beauty, Books",472.76,4,0.315,0.079,0.874,0.067,0.809,1067
CUST_00820,30,F,Los Angeles,2024-11-02 20:08:10.612135,19,3197.83,169.86,4,"Clothing, Books",5442.46,1,0.594,0.023,0.709,0.03,0.848,260
CUST_00821,45,F,Dallas,2023-01-27 20:08:10.612135,15,1653.82,111.76,3,Sports,1987.32,1,0.208,0.047,0.97,0.003,1.134,905
CUST_00822,18,M,San Antonio,2023-10-24 20:08:10.612135,11,1009.04,95.12,26,Home,1299.04,3,0.371,0.187,0.622,0.028,0.816,635
CUST_00823,30,F,Phoenix,2023-03-10 20:08:10.612135,17,2128.21,123.9,3,"Beauty, Clothing, Books",2578.27,1,0.439,0.04,0.643,0.025,0.884,863
CUST_00824,30,F,Jacksonville,2025-02-20 20:08:10.612135,15,1902.52,128.15,28,Books,4217.26,2,0.315,0.109,0.458,0.11,0.636,150
CUST_00825,35,M,Philadelphia,2023-03-18 20:08:10.612135,13,1197.8,91.4,35,Electronics,1453.47,5,0.101,0.013,0.563,0.092,0.605,855
CUST_00826,50,M,Jacksonville,2023-06-01 20:08:10.612135,5,699.04,134.23,3,"Home, Clothing",862.6,2,0.173,0.049,0.477,0.004,1.106,780
CUST_00827,30,F,Austin,2025-05-06 20:08:10.612135,11,1211.16,109.49,24,"Books, Clothing, Home",4158.32,2,0.924,0.084,0.784,0.023,1.032,75
CUST_00828,30,M,Houston,2024-03-09 20:08:10.612135,17,1566.62,90.9,11,"Beauty, Books, Electronics",2140.73,4,0.182,0.052,0.837,0.124,1.113,498
CUST_00829,45,M,New York,2025-05-28 20:08:10.612135,13,1098.37,82.56,67,Books,4880.49,2,0.093,0.012,0.44,0.098,0.43,53
CUST_00830,35,F,Houston,2024-01-31 20:08:10.612135,9,1309.65,146.54,1,Home,1755.57,2,0.061,0.026,0.422,0.102,1.152,536
CUST_00831,30,Other,Dallas,2024-11-17 20:08:10.612135,15,633.31,43.08,24,"Books, Clothing, Beauty",1105.06,0,0.14,0.027,0.219,0.004,0.544,245
CUST_00832,35,F,New York,2025-04-04 20:08:10.612135,7,895.94,129.05,3,"Books, Sports, Home",2424.05,2,0.233,0.074,0.267,0.423,0.992,107
CUST_00833,25,F,San Jose,2025-03-14 20:08:10.612135,7,236.51,32.6,9,Electronics,573.72,3,0.182,0.058,0.66,0.045,0.818,128
CUST_00834,25,M,Chicago,2023-12-02 20:08:10.612135,4,227.61,61.51,52,"Electronics, Beauty, Home",297.3,1,0.568,0.113,0.362,0.008,0.668,596
CUST_00835,35,F,Phoenix,2025-02-10 20:08:10.612135,9,650.7,73.86,1,Books,1392.91,3,0.613,0.288,0.788,0.04,0.823,160
CUST_00836,35,F,San Antonio,2023-05-13 20:08:10.612135,12,1711.69,140.57,74,"Sports, Beauty",2102.65,0,0.47,0.145,0.504,0.079,1.021,799
CUST_00837,50,F,Dallas,2024-09-13 20:08:10.612135,13,566.45,43.25,17,"Beauty, Electronics, Sports",899.93,1,0.278,0.129,0.849,0.02,0.932,310
CUST_00838,30,M,Philadelphia,2023-08-15 20:08:10.612135,10,1031.26,100.54,5,"Sports, Beauty",1298.21,3,0.416,0.104,0.828,0.035,0.766,705
CUST_00839,40,F,Chicago,2025-05-26 20:08:10.612135,9,981.57,112.2,5,"Home, Books",4238.61,0,0.376,0.14,0.415,0.216,0.414,55
CUST_00840,40,F,San Antonio,2023-04-26 20:08:10.612135,6,980.32,160.98,93,"Home, Clothing, Electronics",1199.57,3,0.773,0.291,0.749,0.057,0.827,816
CUST_00841,18,M,Houston,2022-12-10 20:08:10.612135,4,86.74,20.0,58,"Clothing, Home, Beauty",103.35,1,0.466,0.24,0.317,0.303,1.165,953
CUST_00842,40,M,Chicago,2024-02-06 20:08:10.612135,14,2695.75,190.8,1,"Books, Home, Beauty",3624.0,1,0.351,0.107,0.364,0.03,0.947,530
CUST_00843,25,M,San Antonio,2024-11-16 20:08:10.612135,11,631.77,58.23,102,Electronics,1100.46,1,0.208,0.016,0.334,0.203,0.924,246
CUST_00844,55,M,Austin,2024-06-16 20:08:10.612135,3,379.7,138.97,68,"Beauty, Sports",553.37,3,0.647,0.217,0.661,0.04,1.187,399
CUST_00845,25,F,Austin,2025-05-25 20:08:10.612135,7,516.42,72.97,19,"Clothing, Home",2199.38,3,0.682,0.347,0.668,0.147,0.974,56
CUST_00846,35,M,San Antonio,2024-01-19 20:08:10.612135,15,2201.74,148.49,7,Home,2934.99,5,0.234,0.063,0.263,0.129,0.765,548
CUST_00847,25,M,Houston,2022-07-26 20:08:10.612135,5,596.0,123.98,24,Clothing,695.79,2,0.301,0.127,0.847,0.005,0.906,1090
CUST_00848,65,F,Jacksonville,2024-02-20 20:08:10.612135,6,382.87,61.46,77,"Home, Beauty",518.28,1,0.579,0.081,0.584,0.036,0.776,516
CUST_00849,35,M,San Antonio,2024-03-23 20:08:10.612135,13,1105.8,84.52,12,"Home, Beauty",1522.75,3,0.602,0.181,0.339,0.047,0.518,484
CUST_00850,40,F,Austin,2025-04-18 20:08:10.612135,10,1360.35,133.5,18,"Home, Sports, Beauty",4029.84,0,0.264,0.044,0.321,0.09,0.92,93
CUST_00851,25,M,Los Angeles,2023-05-21 20:08:10.612135,7,679.26,98.4,8,"Clothing, Home",835.98,6,0.607,0.365,0.337,0.113,0.752,791
CUST_00852,45,F,New York,2025-01-20 20:08:10.612135,13,258.91,20.0,116,"Books, Clothing, Beauty",519.97,4,0.338,0.13,0.653,0.097,0.869,181
CUST_00853,30,F,Jacksonville,2025-04-07 20:08:10.612135,14,2208.51,159.68,23,Clothing,6084.01,0,0.586,0.017,0.636,0.01,0.919,104
CUST_00854,50,F,Los Angeles,2024-06-26 20:08:10.612135,5,741.85,161.22,1,Electronics,1089.88,0,0.302,0.08,0.707,0.022,0.684,389
CUST_00855,30,M,Houston,2024-05-31 20:08:10.612135,7,1265.33,184.82,35,Clothing,1821.77,2,0.729,0.216,0.574,0.074,0.679,415
CUST_00856,25,F,San Diego,2024-08-31 20:08:10.612135,8,339.59,42.51,3,Books,531.47,1,0.498,0.137,0.747,0.45,0.838,323
CUST_00857,18,M,Chicago,2025-02-07 20:08:10.612135,10,907.26,91.56,41,"Clothing, Books",1923.05,3,0.349,0.13,0.92,0.38,0.348,163
CUST_00858,35,M,San Jose,2024-05-10 20:08:10.612135,10,397.62,39.9,33,"Electronics, Books",564.06,1,0.334,0.221,0.789,0.122,1.093,436
CUST_00859,35,M,Philadelphia,2023-08-11 20:08:10.612135,17,2602.46,152.54,21,Books,3272.34,6,0.078,0.032,0.538,0.004,0.917,709
CUST_00860,25,F,Philadelphia,2023-11-22 20:08:10.612135,3,109.35,39.46,45,"Beauty, Sports",142.28,0,0.085,0.026,0.141,0.02,0.653,606
CUST_00861,45,F,Dallas,2024-09-12 20:08:10.612135,16,2959.28,183.89,6,"Books, Beauty",4695.83,4,0.669,0.325,0.662,0.358,1.019,311
CUST_00862,35,F,Dallas,2023-11-11 20:08:10.612135,11,1481.72,132.27,87,Beauty,1920.0,3,0.475,0.019,0.943,0.037,0.642,617
CUST_00863,35,M,Houston,2024-11-08 20:08:10.612135,18,2671.78,148.06,21,Electronics,4591.46,1,0.522,0.332,0.796,0.133,0.893,254
CUST_00864,35,M,Dallas,2022-10-18 20:08:10.612135,12,1668.78,138.52,39,"Electronics, Clothing",1971.51,0,0.194,0.032,0.752,0.041,0.82,1006
CUST_00865,35,F,Philadelphia,2024-05-02 20:08:10.612135,11,1296.05,119.0,13,"Clothing, Beauty",1828.78,1,0.244,0.06,0.985,0.028,0.828,444
CUST_00866,35,M,Los Angeles,2025-03-15 20:08:10.612135,13,1239.69,97.43,8,"Sports, Home, Clothing",3021.12,1,0.656,0.316,0.459,0.14,0.954,127
CUST_00867,25,F,San Jose,2024-09-08 20:08:10.612135,9,703.82,76.96,1,"Electronics, Sports, Clothing",1111.59,3,0.29,0.07,0.619,0.087,0.677,315
CUST_00868,25,M,Austin,2024-09-18 20:08:10.612135,10,1300.75,125.35,13,"Electronics, Clothing",2079.07,1,0.17,0.043,0.554,0.04,0.524,305
CUST_00869,50,F,Philadelphia,2023-05-28 20:08:10.612135,6,788.1,135.35,23,"Beauty, Electronics",971.56,2,0.661,0.269,0.482,0.105,0.489,784
CUST_00870,55,F,Los Angeles,2025-04-30 20:08:10.612135,3,573.02,182.56,15,"Electronics, Home",1864.08,5,0.367,0.037,0.85,0.104,0.877,81
CUST_00871,30,M,San Diego,2022-10-04 20:08:10.612135,17,1630.72,95.07,16,"Beauty, Electronics, Books",1922.49,3,0.199,0.07,0.5,0.079,1.036,1020
CUST_00872,30,M,Houston,2023-04-05 20:08:10.612135,13,1377.51,104.81,41,"Sports, Electronics",1677.86,4,0.508,0.186,0.418,0.099,0.901,837
CUST_00873,40,F,Phoenix,2025-05-14 20:08:10.612135,13,2037.33,157.49,22,"Clothing, Electronics",7586.77,1,0.264,0.043,0.936,0.199,0.783,67
CUST_00874,35,F,San Diego,2024-05-30 20:08:10.612135,11,961.64,89.8,5,Books,1383.51,1,0.394,0.148,0.53,0.032,0.834,416
CUST_00875,18,M,Austin,2023-02-11 20:08:10.612135,6,479.37,83.72,130,"Beauty, Books, Sports",577.67,3,0.16,0.024,0.698,0.114,0.627,890
CUST_00876,25,M,San Diego,2025-01-07 20:08:10.612135,6,477.16,80.57,13,"Home, Sports, Electronics",926.04,0,0.409,0.109,0.717,0.211,0.869,194
CUST_00877,40,F,Jacksonville,2023-02-10 20:08:10.612135,6,1297.6,211.81,39,"Electronics, Sports",1563.38,1,0.364,0.152,0.372,0.06,0.905,891
CUST_00878,40,F,Jacksonville,2025-07-02 20:08:10.612135,10,1464.83,147.22,2,"Home, Sports",16316.53,5,0.273,0.086,0.734,0.039,0.863,18
CUST_00879,18,M,Philadelphia,2025-02-10 20:08:10.612135,8,665.72,85.5,19,Clothing,1425.07,4,0.394,0.067,0.847,0.005,0.758,160
CUST_00880,30,F,Houston,2022-08-21 20:08:10.612135,13,1886.31,140.67,19,Beauty,2209.86,2,0.653,0.407,0.572,0.23,1.078,1064
CUST_00881,30,M,New York,2023-05-12 20:08:10.612135,10,1097.04,112.74,13,"Home, Electronics",1347.3,6,0.691,0.408,0.645,0.014,0.874,800
CUST_00882,40,F,Jacksonville,2024-11-06 20:08:10.612135,11,1936.39,168.73,30,"Electronics, Sports, Books",3316.82,1,0.305,0.026,0.599,0.098,0.523,256
CUST_00883,18,M,San Antonio,2023-06-02 20:08:10.612135,9,965.97,108.64,16,Books,1192.27,5,0.563,0.086,0.443,0.048,0.941,779
CUST_00884,25,Other,San Diego,2022-12-21 20:08:10.612135,10,573.98,56.75,81,"Clothing, Beauty",685.18,3,0.102,0.046,0.453,0.072,1.039,942
CUST_00885,45,F,Dallas,2025-03-08 20:08:10.612135,9,1298.83,142.69,57,"Electronics, Beauty",3067.76,2,0.296,0.083,0.485,0.264,1.101,134
CUST_00886,25,F,Los Angeles,2024-01-14 20:08:10.612135,13,803.28,62.52,18,Clothing,1068.38,1,0.506,0.099,0.939,0.005,0.816,553
CUST_00887,40,F,New York,2024-06-13 20:08:10.612135,12,1427.19,116.36,43,"Books, Home",2075.1,2,0.428,0.256,0.926,0.018,0.806,402
CUST_00888,30,F,Houston,2024-10-12 20:08:10.612135,8,674.04,87.87,42,"Beauty, Clothing, Electronics",1111.81,5,0.948,0.082,0.216,0.107,0.919,281
CUST_00889,25,F,Phoenix,2023-01-01 20:08:10.612135,12,582.93,49.22,11,"Books, Beauty",697.2,2,0.377,0.064,0.676,0.001,0.625,931
CUST_00890,30,F,San Jose,2024-05-23 20:08:10.612135,12,2632.77,217.53,56,"Home, Sports, Clothing",3768.65,1,0.379,0.132,0.76,0.056,0.598,423
CUST_00891,40,F,Jacksonville,2025-07-17 20:08:10.612135,9,692.2,76.14,48,"Beauty, Electronics",42801.29,3,0.631,0.218,0.939,0.029,0.914,3
CUST_00892,50,F,New York,2024-09-06 20:08:10.612135,5,732.29,138.46,4,"Sports, Clothing",1153.88,1,0.237,0.121,0.727,0.052,0.932,317
CUST_00893,45,F,Phoenix,2024-04-29 20:08:10.612135,7,1441.84,209.58,38,"Books, Beauty",2030.52,1,0.637,0.201,0.833,0.327,0.899,447
CUST_00894,30,M,Philadelphia,2025-04-15 20:08:10.612135,10,1077.92,109.3,109,"Home, Sports",3127.08,4,0.016,0.009,0.777,0.25,0.737,96
CUST_00895,40,F,Chicago,2022-10-02 20:08:10.612135,17,2628.14,157.03,14,"Books, Electronics, Beauty",3097.45,2,0.108,0.036,0.728,0.001,0.725,1022
CUST_00896,30,M,Jacksonville,2022-12-08 20:08:10.612135,12,1834.28,151.02,47,"Sports, Clothing",2184.8,5,0.157,0.077,0.752,0.131,1.004,955
CUST_00897,30,F,San Antonio,2023-11-13 20:08:10.612135,12,848.98,73.32,3,"Beauty, Books",1100.92,3,0.269,0.025,0.719,0.034,0.678,615
CUST_00898,50,M,Philadelphia,2024-02-29 20:08:10.612135,4,850.64,221.15,57,Electronics,1156.84,2,0.853,0.39,0.37,0.039,0.794,507
CUST_00899,18,F,Houston,2023-10-29 20:08:10.612135,4,268.68,63.25,15,"Home, Books, Clothing",346.52,2,0.077,0.012,0.644,0.093,0.493,630
CUST_00900,25,F,Chicago,2023-01-22 20:08:10.612135,11,689.32,61.17,10,"Beauty, Clothing, Books",827.57,1,0.752,0.501,0.519,0.094,0.543,910
CUST_00901,30,F,Phoenix,2024-12-25 20:08:10.612135,11,1642.47,145.54,18,"Beauty, Sports, Electronics",3090.54,1,0.675,0.284,0.806,0.116,0.79,207
CUST_00902,18,F,Chicago,2023-02-07 20:08:10.612135,8,523.66,63.15,61,"Books, Beauty",630.55,1,0.543,0.202,0.439,0.126,0.627,894
CUST_00903,25,M,San Jose,2023-02-11 20:08:10.612135,8,574.41,71.02,52,Books,692.2,2,0.269,0.169,0.598,0.134,0.62,890
CUST_00904,40,M,Dallas,2025-01-14 20:08:10.612135,7,791.79,111.86,24,"Clothing, Beauty",1564.53,5,0.192,0.021,0.242,0.024,0.485,187
CUST_00905,35,M,Dallas,2023-06-26 20:08:10.612135,9,1041.84,115.64,51,"Home, Clothing, Books",1293.67,2,0.222,0.026,0.926,0.014,0.733,755
CUST_00906,50,F,Philadelphia,2024-03-25 20:08:10.612135,7,1466.34,198.42,41,"Sports, Electronics",2021.54,2,0.259,0.149,0.5,0.071,0.524,482
CUST_00907,45,M,Austin,2022-09-18 20:08:10.612135,16,1427.73,89.3,6,"Electronics, Beauty, Sports",1679.23,4,0.489,0.277,0.493,0.086,0.694,1036
CUST_00908,30,F,Philadelphia,2022-10-23 20:08:10.612135,14,2284.08,159.28,55,"Books, Beauty, Electronics",2700.5,1,0.906,0.081,0.763,0.065,0.859,1001
CUST_00909,30,M,Jacksonville,2024-05-15 20:08:10.612135,12,1110.37,92.91,5,"Beauty, Sports",1580.54,3,0.348,0.02,0.574,0.061,0.821,431
CUST_00910,30,M,Houston,2022-11-12 20:08:10.612135,16,2210.09,138.94,12,"Home, Beauty",2621.25,2,0.793,0.042,0.283,0.199,0.375,981
CUST_00911,40,M,Houston,2024-03-12 20:08:10.612135,13,1734.87,133.64,95,"Electronics, Sports, Beauty",2374.49,0,0.437,0.081,0.613,0.033,0.678,495
CUST_00912,30,F,Los Angeles,2024-07-24 20:08:10.612135,12,1779.51,151.88,1,Beauty,2679.13,1,0.694,0.108,0.44,0.108,0.957,361
CUST_00913,40,F,San Jose,2024-08-26 20:08:10.612135,13,466.95,34.91,3,"Books, Clothing, Sports",726.75,2,0.149,0.037,0.705,0.051,0.944,328
CUST_00914,35,M,Houston,2024-12-19 20:08:10.612135,17,1984.76,115.44,4,"Electronics, Beauty",3685.31,0,0.47,0.021,0.81,0.013,1.031,213
CUST_00915,35,F,San Diego,2023-05-15 20:08:10.612135,14,2670.39,192.01,12,"Beauty, Home",3281.87,1,0.758,0.302,0.738,0.07,0.667,797
